,year,state_po,candidatevotes_dem,candidatevotes_rep,voteso,totalvotes,raw_lean,adjusted_lean
199,1976.0,NV,322180.0,204911.0,19144.0,546235.0,-0.2146859868005529,-0.041620864610291186
200,1976.0,NH,579728.0,623059.0,2231.0,1205018.0,0.035958798955700255,0.20902392114596197
201,1976.0,NM,386983.0,242923.0,1016.0,630922.0,-0.2283325038594311,-0.05526738166916939
202,1976.0,NY,5896380.0,5456166.0,127763.0,11480309.0,-0.03834513513529991,0.1347199870549618
203,1976.0,NC,5873129.0,1824452.0,36116.0,7733697.0,-0.5235112004000156,-0.35044607820975393
204,1976.0,ND,374990.0,374503.0,6268.0,755761.0,-0.0006443836080453624,0.17242073858221635
205,1976.0,OH,2901416.0,2399377.0,22075.0,5322868.0,-0.09431738679223312,0.0787477353980286
206,1976.0,OK,277634.0,257826.0,0.0,535460.0,-0.036992492436409785,0.13607262975385193
207,1976.0,OR,767732.0,583603.0,20070.0,1371405.0,-0.13426303681261187,0.03880208537764984
208,1976.0,PA,3546421.0,2929044.0,0.0,6475465.0,-0.0953409523485958,0.07772416984166591
209,1976.0,RI,477531.0,220905.0,1072.0,699508.0,-0.366866426116642,-0.1938013039263803
210,1976.0,SC,2515447.0,687131.0,2460.0,3205038.0,-0.5704506467630025,-0.3973855245727408
211,1976.0,SD,669679.0,787343.0,1500.0,1458522.0,0.08067344887495698,0.2537385710652187
212,1976.0,TN,947083.0,531816.0,19509.0,1498408.0,-0.27713880331658663,-0.10407368112632492
213,1976.0,TX,3736591.0,1230318.0,5857.0,4972766.0,-0.5039997860345731,-0.33093466384431136
214,1976.0,UT,344659.0,390874.0,10772.0,746305.0,0.061925084248397155,0.23499020643865887
215,1976.0,WA,1884811.0,1483215.0,11269.0,3379295.0,-0.11884017228445576,0.05422494990580595
216,1976.0,WV,2381763.0,1048217.0,617.0,3430597.0,-0.38872126338360347,-0.21565614119334175
217,1976.0,WI,1579300.0,1271759.0,686.0,2851745.0,-0.10784309256262398,0.06522202962763773
218,1976.0,WY,420124.0,428337.0,4513.0,852974.0,0.009628663945208171,0.18269378613546988
219,1977.0,KY,567982.0,315664.0,1149.0,884795.0,-0.28517114133782406,-0.106043094401368
220,1977.0,NJ,3148450.0,2599867.0,74141.0,5822458.0,-0.09421845550453095,0.08490959143192511
221,1977.0,VA,1717753.0,840631.0,102092.0,2660476.0,-0.32968611631903466,-0.1505580693825786
222,1978.0,AL,997846.0,156826.0,1372.0,1156044.0,-0.7274982613118532,-0.6011942400354959
223,1978.0,AK,187012.0,146262.0,25841.0,359115.0,-0.1134733998858305,0.012830621390526764
224,1978.0,AZ,548751.0,776224.0,34099.0,1359074.0,0.16737352049998755,0.2936775417763448
225,1978.0,AR,84480.0,54369.0,8514.0,147363.0,-0.2043321593615765,-0.07802813808521925
226,1978.0,CA,5193504.0,4073500.0,85151.0,9352155.0,-0.11975892187415627,0.006545099402200993
227,1978.0,CO,494279.0,563306.0,18115.0,1075700.0,0.0641693780793901,0.19047339935574736
228,1978.0,CT,1112600.0,895490.0,1967.0,2010057.0,-0.10801186235017218,0.018292158926185076
229,1978.0,DE,106852.0,110155.0,0.0,217007.0,0.015220707166128333,0.1415247284424856
230,1978.0,FL,4026201.0,3405295.0,13717.0,7445213.0,-0.08339667380906357,0.04290734746729369
231,1978.0,GA,1252958.0,239266.0,8822.0,1501046.0,-0.6753237409113378,-0.5490197196349806
232,1978.0,HI,861997.0,356321.0,0.0,1218318.0,-0.41506076410263987,-0.2887567428262826
233,1978.0,ID,308232.0,461509.0,33866.0,803607.0,0.19073626785232084,0.3170402891286781
234,1978.0,IL,5771950.0,5387568.0,82827.0,11242345.0,-0.03419055366118012,0.09211346761517714
235,1978.0,IN,1445632.0,1458325.0,1681.0,2905638.0,0.004368403772252394,0.13067242504860965
236,1978.0,IA,514627.0,617830.0,9529.0,1141986.0,0.09037151068401883,0.2166755319603761
237,1978.0,KS,301345.0,391293.0,3560.0,696198.0,0.12919887733087426,0.2555028986072315
238,1978.0,ME,329592.0,334812.0,22624.0,687028.0,0.0075979436063741135,0.13390196488273137
239,1978.0,MD,2169646.0,777692.0,8754.0,2956092.0,-0.4708764138599204,-0.34457239258356315
240,1978.0,MA,2463349.0,863103.0,142866.0,3469318.0,-0.4612566504425366,-0.33495262916617935
241,1978.0,MI,2818822.0,2335183.0,0.0,5154005.0,-0.0938375108289573,0.032466510447399954
